Country Name,Country Code,Indicator Name,Indicator Code,year_1960,year_1961,year_1962,year_1963,year_1964,year_1965,year_1966,year_1967,year_1968,year_1969,year_1970,year_1971,year_1972,year_1973,year_1974,year_1975,year_1976,year_1977,year_1978,year_1979,year_1980,year_1981,year_1982,year_1983,year_1984,year_1985,year_1986,year_1987,year_1988,year_1989,year_1990,year_1991,year_1992,year_1993,year_1994,year_1995,year_1996,year_1997,year_1998,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467872714.8,531688311.7,578015625,693535954.2,686490090.1,745523074.7,688918508.9,706370815.6,752371683.2,729321671.4,870248293.7,1109054005,1098424709,1211161880,1317974491,1380188800,1856695551,1589515447,2065001626,,,,,,,,,,,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40992995008,46619420359,59132415221,78639525985,97274006346,1.15E+11,1.19E+11,1.32E+11,1.61E+11,2.15E+11,2.33E+11,2.03E+11,1.96E+11,1.71E+11,1.72E+11,1.81E+11,2.51E+11,3.19E+11,3.76E+11,4.15E+11,5.37E+11,5.77E+11,6.31E+11,5.25E+11,5.31E+11,6.15E+11,6.43E+11,5.90E+11,6.19E+11,6.35E+11,5.98E+11,6.28E+11,7.09E+11,9.07E+11,1.07E+12,1.15E+12,1.26E+12,1.47E+12,1.63E+12,1.49E+12,1.42E+12,1.48E+12,1.32E+12,1.36E+12,1.37E+12,1.20E+12,1.23E+12,1.31E+12,1.42E+12,1.39E+12,1.28E+12,1.43E+12,1.40E+12
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4502970889,4786018988,5154420649,5674080543,5756912266,5686579748,6254649539,7367975888,9874013098,12145911801,14106790200,17022870405,22449129483,24341678629,19633031398,19523477326,23213994093,23019150071,25115753366,26634083965,22890762090,24072829277,26924385103,30624720196,31081901909,31370395573,37191166152,38100812959
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,7324903192,7707678023,8567890825,8096302371,9480840483,9848600870,10527338647,10908935749,11476584879,12175166763,13463868357,10492993078,8830712714,6927950565,7663984568,8547939731,8589233420,7818205972,7700833482,8242349955,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648276190,55612228234,64589329345,74296745599,81770886909,84269196152,95912607970,1.08E+11,1.11E+11,1.27E+11
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,7.26E+11,8.21E+11,9.90E+11,1.28E+12,1.45E+12,1.69E+12,1.77E+12,2.00E+12,2.44E+12,2.95E+12,3.30E+12,2.88E+12,2.78E+12,2.70E+12,2.60E+12,2.68E+12,3.74E+12,4.63E+12,5.08E+12,5.19E+12,6.50E+12,6.74E+12,7.41E+12,6.76E+12,7.16E+12,8.30E+12,8.43E+12,7.73E+12,7.97E+12,7.93E+12,7.28E+12,7.39E+12,8.08E+12,9.93E+12,1.14E+13,1.19E+13,1.27E+13,1.47E+13,1.63E+13,1.48E+13,1.46E+13,1.58E+13,1.46E+13,1.53E+13,1.57E+13,1.36E+13,1.39E+13,1.48E+13,1.60E+13,1.57E+13,1.54E+13,1.72E+13,1.66E+13
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,47553203041,53024859071,64752692686,65646054527,75151806554,92107982367,1.37E+11,1.54E+11,1.81E+11,1.99E+11,2.22E+11,2.78E+11,3.49E+11,4.87E+11,4.66E+11,3.97E+11,3.59E+11,3.66E+11,3.55E+11,3.66E+11,3.84E+11,3.81E+11,5.51E+11,3.82E+11,3.48E+11,3.26E+11,3.14E+11,3.62E+11,3.74E+11,4.24E+11,4.20E+11,4.52E+11,5.26E+11,5.25E+11,5.15E+11,5.40E+11,6.81E+11,8.56E+11,1.06E+12,1.29E+12,1.64E+12,1.51E+12,1.79E+12,1.68E+12,1.89E+12,1.96E+12,2.08E+12,1.66E+12,1.55E+12,1.65E+12,1.73E+12,1.83E+12,1.66E+12,1.78E+12,1.89E+12
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102196,5921659485,6340580854,6885920329,7766655086,8589340019,9208524505,9368954010,8823033880,10070766721,11357516988,12527405513,14743186120,19472363467,24848821490,29472623242,31849513771,33499799321,36256160289,44465255686,53645202423,52448332874,52797582336,50973526900,52888800950,55875863392,73531550551,91594751792,1.09E+11,1.19E+11,1.41E+11,1.28E+11,1.13E+11,89214114708,1.03E+11,1.34E+11,1.32E+11,1.27E+11,1.34E+11,1.35E+11,1.26E+11,1.30E+11,1.40E+11,1.72E+11,1.97E+11,2.05E+11,2.17E+11,2.56E+11,2.86E+11,2.53E+11,2.49E+11,2.76E+11,2.58E+11,2.71E+11,2.75E+11,2.35E+11,2.41E+11,2.56E+11,2.76E+11,2.69E+11,2.72E+11,2.96E+11,2.81E+11
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422.1,116987784.9,122906435,129454728.6,140032741.5,147084750,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316656759.4,425950581.3,558587216.6,684282380.9,694540494.6,719501505.2,829268135.2,1019691156,1202619308,1235627374,1194060371,1123084823,1178001041,1141168780,1290267530,1177947649,1110009264,1182660000,1337017259,1383883719,1532411209,1636101247,1825732093,1970301019,2128696644,2090221137,1653146994,1936459986,1678219508,1652462063,1833279985,2300492002,2708078477,2980403465,3076305453,3378314600,3523185920,2870624636,3140167239,3779412255,3972028510,4189968870,4857103847,4682480304,4930213788,5353468388,5581425891,5481692622,4477030180,4296235428,4943248200
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,62225478001,67461644222,75607529810,84759195106,94007851047,1.02E+11,1.10E+11,1.19E+11,1.30E+11,1.42E+11,1.48E+11,1.66E+11,2.03E+11,2.64E+11,2.86E+11,3.61E+11,3.72E+11,4.10E+11,5.07E+11,6.14E+11,7.01E+11,6.16E+11,5.85E+11,5.60E+11,5.31E+11,5.53E+11,7.71E+11,9.34E+11,1.02E+12,1.03E+12,1.27E+12,1.27E+12,1.40E+12,1.32E+12,1.39E+12,1.60E+12,1.61E+12,1.45E+12,1.50E+12,1.49E+12,1.37E+12,1.38E+12,1.50E+12,1.84E+12,2.12E+12,2.20E+12,2.32E+12,2.66E+12,2.93E+12,2.70E+12,2.65E+12,2.87E+12,2.68E+12,2.81E+12,2.86E+12,2.44E+12,2.47E+12,2.60E+12,2.79E+12,2.73E+12,2.64E+12,2.96E+12,2.78E+12
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104744290,1127684827,1067109509,1160268142,1275093662,1501941505,1724770867,1759739599,2017680722,2339015385,2489873331,2296065313,2331796784,2505740886,2427200583,2690110671,2914012852,2573906036,2813278761,2980057168,3188601035,3275684065,3248670978,3649878680,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,106500000,,,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,412000000,408000000,404028900,427094119.1
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468977.6,167637907.4,182796536.5,154480244.2,215679855.3,226474285.6,245849781.7,271543680.3,294468564.5,318124701,323802475.5,381687073.1,430508357.7,722780701.1,1544216004,2157592937,3009409971,2809349074,2389479269,3030251116,4279637934,3862269127,3618007844,3391275731,3561451562,3339914759,3403638194,3281797039,3834503378,4186411457,5952293766,5402919788,5592390833,4378645081,4190819347,4958845649,5694040000,5326817111,4483417313,4662992036,5080483628,5023265411,5335451104,6511903364,7770219004,9582783997,10327598309,12455409575,15571348329,12113699059,14372593014,18210307754,17170464001,17595744804,18203966900,14383107763,14023890264,14929487496,16867326390,16874405460,15314577168,20217946921,21071739228
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,73233970838,77741969043,81247567647,86561965531,94407562407,1.02E+11,1.09E+11,1.13E+11,1.08E+11,1.16E+11,1.31E+11,1.48E+11,1.70E+11,1.93E+11,2.06E+11,2.42E+11,2.33E+11,2.63E+11,3.36E+11,4.39E+11,5.65E+11,5.41E+11,5.15E+11,4.90E+11,4.61E+11,4.89E+11,6.01E+11,7.45E+11,9.10E+11,9.27E+11,1.09E+12,1.14E+12,1.18E+12,1.06E+12,1.14E+12,1.35E+12,1.42E+12,1.56E+12,1.66E+12,1.69E+12,1.67E+12,1.65E+12,1.79E+12,2.06E+12,2.42E+12,2.54E+12,2.71E+12,3.09E+12,2.93E+12,2.42E+12,2.49E+12,2.67E+12,2.71E+12,2.79E+12,3.07E+12,2.93E+12,2.70E+12,2.68E+12,2.88E+12,2.86E+12,2.70E+12,3.12E+12,3.07E+12
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753501868,6357615894,3690328964,2701181331,2514070772,2693768413,3095047604,3510520231,3613498183,2800026344,3057475335,3219462780,3395766678,3991377904,5125365192,6410912050,7745249284,10172933118,12795147992,10766919442,12243219360,15107482383,16488819133,17190068236,17627336228,14953675993,15141598623,16242647230,17596922470,17470436259,15842922533,18629365612,24605375420
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217230095,1302674325,1382515654,1540797589,1731296200,2053462968,2126300672,1747187645,1666909518,1962050556,2215028588,2417108578,2112293280,3006766758,2894409938,2810106383,2765254237,3189428571,3662478185,4020227920,4445228216,4222441615,4035994398,4057275043,4412279843,4504342149,5735921420,5074829932,5197840973,5251764270,5889174834,6603130040,6416079342,5968905679,5446370115,6464389656,6932984636,6891433841,7482072380,7718110781,4982849054,5314871684,6166197192,7632720680,8881419348,10744562615,20885042153,24827333947,28679383241,26048726186,32197648061,39336668081,41271708600,62824629066,54783320577,49406014245,56164933479,60405920071,67298913752,68337974419,70043095503,79156409410,72838798788
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,1995186721,2041538040,2384295815,2432029297,2666750820,3015058206,3284620422,3279096492,3383092770,3693710533,3868968366,3783700462,3588375622,3461282460,2995361112,2829435908,2950198724,3446441785,3635458214,2937071740,4220019243,6281917650,6964179188,6716904516,6853467833,6785137215,7638045226,8376613880,8778473643,8794202395,8595955601,10324668271,11857030366,13442861497,14177835841,16091817842,21227749389
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,44212088.42,46695008.77,41160065.83,45168072.25,52296083.65,55728655.8,59160575.51,75187768.35,95796033.66,115179737.7,112190822.6,138093106.3,171833061.6,207112649.7,241083112.7,218767720.5,216050534.8,213448615.7,177340879.5,225726370.2,185646984.5,220626480.9,266672202.5,284120331.6,317083688.2,690311093.2,714254263.1,755040935,746493955,785999879.7,848239405.6,803633368.7,840285264.6,814724055.9,782913866,687410630.5,578235309.3,487038679.4,961900640.7,1027701056,1054112488,1279703030,1561766956,1450142497,1543294945,1409693594,1415004743,1375609460,1229461732,1378176606,1484578897,1504909448,1670671340,1813609679,1812170878,2038414974,2273060863
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,78733594.84,78540057.14,87702828.57,89374237.29,98775328.95,108985740.2,112386489,114971207.2,122666858.8,118537875.1,110653830.7,154731969.7,165523634.5,163577538.3,138478900.6,143856253.1,130225018.8,173836362,164458120.3,213143016.4,243961995.5,257150374.1,226313443.7,236880821.7,235620043.5,253966922.3,270419779.4,268551010.9,206457553.4,224446663.8,371095522,392621389.5,417806651.1,477458577.2,532062894.8,587029096,592365659.8,696910784,868154627.9,830126428.8,849878489.1,1099818592,989271155.1,1046087367,1054915581,1048229633,1179004911,1350177012,1504630234,1439638411,1431758232,1638517607,1633559092
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,9122751.453,10840095.13,12712471.4,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,,,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118570.01,76407395.97,93345859.41,100534656.9,88265974.73,112119411.5,110906028.6,134707184,136047906,100807002.6,141853360.9,232463022.7,442337870.4,370687634.7,621117885.7,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16314443429,21357343682,22388344124,21948834290,21765453087,13185496881,11240808847,12200913888,13097012124,11364133546,10099157996,12269393392,11813908448
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4335186017,4961400439,5213047711,5895278024,6669673257,7689154053,8591517944,9275600800,10090675903,11615657031,13139863636,14591750000,16885511364,22347848101,25351306818,28525876727,31152835821,36176234968,44270204082,54481876725,56829664269,52346506765,54617989796,49428873839,48020024184,47820851221,56379593476,65652750377,76261277925,79169043223,97891092003,1.05E+11,1.16E+11,1.09E+11,1.17E+11,1.37E+11,1.46E+11,1.43E+11,1.44E+11,1.43E+11,1.30E+11,1.36E+11,1.55E+11,2.02E+11,2.41E+11,2.48E+11,2.74E+11,3.19E+11,3.56E+11,3.31E+11,2.97E+11,2.83E+11,2.42E+11,2.39E+11,2.35E+11,1.96E+11,1.93E+11,2.00E+11,2.12E+11,2.05E+11,1.89E+11,2.15E+11,2.19E+11
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,71494495.19,88322386.3,102244362.2,110900457,115651918.9,125435590,131803552.2,145533310.7,167728455.2,187589522.6,215009569.6,236357523.7,267327642.2,278098763,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695555555.6,698700666.7,758683592.6,825976037,771275555.6,771014814.8,778655555.6,799881481.5,842618518.5,911496296.3,997007407.4,1061640741,1125685185,1166514815,1213485185,1043411111,1122800000,1256413185
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,69520026.61,88571004.74,106101302.9,140153748.3,169918948.7,211192468,240779417.8,282269764.9,355987433.5,420645795,476051769,435749013.9,402403057.2,416184086.2,379371913.7,412876395.8,603016317.5,787390447.3,898607670.6,929799902.2,1018977225,1016500016,1037916105,927214127.9,1005887592,1208953359,1197515638,1072154407,1149858127,1131555107,1068024994,1086170639,1169136691,1558759744,1822499871,1849802648,2013106817,2249811365,2499092396,2529964061,2503167187,2684461608,2609678695,2684947140,2842065877,2499113085,2707146783,2851610656,3055791341,2997331094,3082909158,3235816195,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499902,3645900004,4365300204,5480500205,6070600206,6902600207,7878700008,8607500309,8716999709,9050000409,9470000104,9721652087,7231963516,7084399840,7841602824,8410724361,7650196277,9406135143,10440781588,11400018313,12983233687,14655404433,15674835615,17790026222,19395491993,18318412251,19288928616,18405221418,20444205991,21576351799,23577298589,26783388709,29744247479,33567850095,38503718527,37126146369,40676579265,46876004265,49593926849,52996447956,57852150565,62186064719,66053402745,71653756504,73328369926,77172313916,77715183063,86053079767,95003333381
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6056000000,6366000000,5886000000,6123000000,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,170216241.1,185849535.3,194949512.5,175757893.9,194774513,213235294.1,228705882.4,250176470.6,229749999.9,249299999.9,267799999.9,282050000,285380952.4,307047619,433954545.5,494791666.7,454440000,449880000,507080000,530440000,603200000,570357107.1,482000000.2,489333333.5,437631605.3,453488372.1,504651139.5,354591846.9,413799990,379779389.7,396582263.3,348533094.8,373573141.5,454101382.5,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,712167448.9,726131434.7,743063949,787814379.2,824880550.3,2379817987,2730971600,3025187428,3165663153,3432912511,3691384318,4063088529,4167800936,4127660158,4279840194,4482697337,4748174334,4787637006,5173760192,5471256595,8044498801,15357537068
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1.07E+12,1.13E+12,1.22E+12,1.32E+12,1.44E+12,1.56E+12,1.71E+12,1.84E+12,1.99E+12,2.19E+12,2.39E+12,2.66E+12,3.08E+12,3.73E+12,4.21E+12,4.69E+12,5.11E+12,5.79E+12,6.94E+12,8.02E+12,8.96E+12,9.10E+12,9.01E+12,9.31E+12,9.71E+12,1.02E+13,1.24E+13,1.43E+13,1.62E+13,1.69E+13,1.90E+13,2.01E+13,2.16E+13,2.18E+13,2.34E+13,2.60E+13,2.62E+13,2.58E+13,2.59E+13,2.72E+13,2.78E+13,2.75E+13,2.87E+13,3.21E+13,3.58E+13,3.78E+13,4.00E+13,4.38E+13,4.66E+13,4.37E+13,4.58E+13,4.94E+13,4.94E+13,5.01E+13,5.11E+13,4.83E+13,4.93E+13,5.16E+13,5.48E+13,5.53E+13,5.39E+13,6.00E+13,6.15E+13
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1320796652,1383681651,1612346412,1935298266,2206466461,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710090551,8030117556,9388694745,10048090237,12876366009,15719433720,18315137713,22526186035,28861855877,31055224237,32291217617,29907228557,33511383986,35699772166,41075395130,50622896163,59707404561,68790222118,76928784621,88960001716,1.04E+11,1.20E+11,1.36E+11,1.45E+11,1.60E+11,1.77E+11,1.69E+11,1.66E+11,1.72E+11,1.69E+11,1.66E+11,1.61E+11,1.69E+11,1.82E+11,1.94E+11,2.12E+11,2.19E+11,2.14E+11,2.29E+11,2.49E+11,2.63E+11,2.76E+11,2.91E+11,3.09E+11,3.21E+11,3.41E+11,3.62E+11,3.63E+11,3.45E+11,3.69E+11,3.60E+11
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,335649999.8,356199999.8,387749999.8,410199999.8,456999999.8,508649999.7,549949999.7,598099999.7,646799999.7,668000049.7,722999999.6,730999999.7,802996251.6,912499599.5,1034500000,1124000000,1347999950,1669499950,3097242093,3544281976,3968160046,4043894879,4266503526,4476697185,4915311847,5278120713,5677828959,6190521242,5902717091,5432344902,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028986,5737099650,6366340266,6414520530,7186638029,7651162302,7858255253,8230391505,8869299234,9757012869,10917476874,12361257681,13881731631,14587496229,15839344592,17710275997,18528554861,18499729063,19756533658,20979791685,21717604581,23136248046,24067750466,25089937109,23827859695,28488721296,31717700115
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,17292450315,17719500927,19291312492,23352325840,20816472041,24323923266,26501609734,25920628323,27476506890,30548727422,31962960654,34354320284,37368293667,46136646050,54947655240,62791627879,66675385980,78348289023,92606200588,1.02E+11,1.11E+11,1.09E+11,1.08E+11,1.03E+11,1.04E+11,1.03E+11,1.19E+11,1.30E+11,1.38E+11,1.41E+11,1.63E+11,1.77E+11,1.33E+11,1.38E+11,1.17E+11,1.36E+11,1.48E+11,1.55E+11,1.63E+11,1.64E+11,1.78E+11,1.73E+11,1.87E+11,2.12E+11,2.43E+11,2.79E+11,3.30E+11,3.94E+11,4.69E+11,4.75E+11,5.24E+11,5.88E+11,6.09E+11,6.78E+11,7.20E+11,6.99E+11,7.32E+11,8.10E+11,7.71E+11,7.99E+11,8.09E+11,8.99E+11,9.70E+11
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22778305790,24147539210,24172608178,25885225294,23770159784,22128719418,23063323723,26757255952,35254833028,41855265955,45025328214,49532592593,59172904661,68342061762,61941466003,58693611581,62599775593,57231455635,59363124069,59214461630,50742086223,52391038979,55937483558,61330483610,61329267533,57624938982,68843674641,70964606465
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,273187199.8,271065999.8,281896799.8,294883399.8,325281199.7,353251799.7,368948599.7,369124199.7,367968799.7,391820399.7,331199999.7,362799999.7,371998971.9,466798975,565399296.7,681400000.1,879000000.2,947000000.2,974200000.2,1080600000,1383800000,1479400000,1474200000,1623600000,1816200000,2009400000,2318000000,2047200000,2613926800,2736243800,3096289800,3473562850,2257129874,1878253818,2167569095,2813313279,2907517543,3338949152,3723903724,4153725967,6813565983,6331970413,6205847137,5071947798,6087360735,7030149791,7638739124,9228637766,10432962725,11597002930,11859312627,13008746039,13708925403,14902488489,15146883647,14849629408,14069277532,15093357143,16403864521,15016090930,14508222518,20877414952,20253551885
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34753569693,38730585922,40124916941,43166678735,46425677734,46658765340,47296961369,48706794879,49073373276,47218411470,53749989092,67608919144,85285075492,1.04E+11,1.13E+11,1.16E+11,1.40E+11,1.58E+11,1.31E+11,1.32E+11,1.42E+11,1.29E+11,1.36E+11,1.41E+11,1.25E+11,1.29E+11,1.43E+11,1.61E+11,1.64E+11,1.57E+11,1.82E+11,1.79E+11
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,3.13E+11,3.10E+11,3.17E+11,3.40E+11,3.86E+11,4.23E+11,4.37E+11,4.48E+11,4.73E+11,5.28E+11,5.75E+11,6.27E+11,7.06E+11,9.15E+11,1.15E+12,1.24E+12,1.35E+12,1.53E+12,1.69E+12,1.97E+12,2.33E+12,2.52E+12,2.49E+12,2.45E+12,2.55E+12,2.64E+12,2.76E+12,2.84E+12,3.04E+12,3.16E+12,3.64E+12,3.52E+12,3.70E+12,3.98E+12,4.33E+12,4.90E+12,5.35E+12,5.67E+12,5.51E+12,5.37E+12,5.84E+12,5.91E+12,6.00E+12,6.75E+12,8.04E+12,9.62E+12,1.14E+13,1.42E+13,1.70E+13,1.65E+13,2.00E+13,2.37E+13,2.52E+13,2.66E+13,2.75E+13,2.58E+13,2.60E+13,2.87E+13,3.05E+13,3.12E+13,3.00E+13,3.56E+13,3.76E+13
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,3.51E+11,3.51E+11,3.62E+11,3.91E+11,4.34E+11,4.78E+11,4.96E+11,5.08E+11,5.36E+11,5.99E+11,6.58E+11,7.10E+11,7.91E+11,1.01E+12,1.28E+12,1.40E+12,1.51E+12,1.70E+12,1.89E+12,2.20E+12,2.61E+12,2.94E+12,2.89E+12,2.78E+12,2.85E+12,2.95E+12,3.06E+12,3.17E+12,3.36E+12,3.50E+12,4.02E+12,3.92E+12,4.06E+12,4.33E+12,4.69E+12,5.30E+12,5.81E+12,6.15E+12,5.99E+12,5.86E+12,6.39E+12,6.47E+12,6.60E+12,7.41E+12,8.82E+12,1.05E+13,1.25E+13,1.54E+13,1.85E+13,1.80E+13,2.18E+13,2.55E+13,2.71E+13,2.87E+13,2.97E+13,2.79E+13,2.82E+13,3.10E+13,3.29E+13,3.36E+13,3.25E+13,3.82E+13,4.04E+13
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,38320022083,40400043936,43393750352,48370130959,47330394530,53468536046,57924073848,58466985790,61480692437,68985085299,80115065650,80333811804,83918830281,97248051627,1.30E+11,1.55E+11,1.61E+11,1.75E+11,1.99E+11,2.31E+11,2.76E+11,4.03E+11,3.80E+11,3.20E+11,2.97E+11,3.03E+11,3.07E+11,3.31E+11,3.28E+11,3.32E+11,3.79E+11,3.98E+11,3.62E+11,3.53E+11,3.51E+11,4.05E+11,4.56E+11,4.75E+11,4.84E+11,4.99E+11,5.53E+11,5.56E+11,5.97E+11,6.65E+11,7.80E+11,9.12E+11,1.09E+12,1.27E+12,1.52E+12,1.52E+12,1.75E+12,1.78E+12,1.88E+12,2.04E+12,2.20E+12,2.15E+12,2.19E+12,2.29E+12,2.37E+12,2.46E+12,2.41E+12,2.63E+12,2.81E+12
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,12063716104,12910262578,13806159756,14612004568,15945614584,17314264919,18833729125,18930485111,19982447045,22860809160,31424774715,29185227706,32770575917,34960184147,50396527690,57971333194,69959421027,73756383700,80183338760,98426900974,1.26E+11,2.43E+11,2.22E+11,1.69E+11,1.45E+11,1.45E+11,1.31E+11,1.34E+11,1.38E+11,1.33E+11,1.46E+11,1.47E+11,1.48E+11,1.33E+11,1.33E+11,1.56E+11,1.72E+11,1.76E+11,1.74E+11,1.82E+11,2.07E+11,2.06E+11,2.28E+11,2.56E+11,3.12E+11,3.73E+11,4.69E+11,5.41E+11,6.40E+11,6.07E+11,7.16E+11,8.24E+11,9.09E+11,9.90E+11,1.08E+12,1.02E+12,9.77E+11,9.60E+11,1.05E+12,1.07E+12,1.00E+12,1.10E+12,1.17E+12
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,5667756645,7076465295,8337423313,9150684932,9333536360,10997590361,16273253012,25802409639,30463855422,37269156627,45808915663,51455719100,51400186379,72482337371,85518233450,90158449307,81052283404,84853699995,85289488375,79954072569,75929617576,84300174476,94451427898,1.06E+11,1.17E+11,1.28E+11,1.58E+11,1.77E+11,2.02E+11,2.27E+11,2.16E+11,95445547873,1.40E+11,1.65E+11,1.60E+11,1.96E+11,2.35E+11,2.57E+11,2.86E+11,3.65E+11,4.32E+11,5.10E+11,5.40E+11,7.55E+11,8.93E+11,9.18E+11,9.13E+11,8.91E+11,8.61E+11,9.32E+11,1.02E+12,1.04E+12,1.12E+12,1.06E+12,1.19E+12,1.32E+12
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,27105173973,28350259477,30520380944,34907257225,32277415321,37261044148,40278560201,40746948797,42761290418,47485002147,49639453169,52395188462,52164084219,63843359723,80855093444,98887800680,91502332692,1.03E+11,1.21E+11,1.34E+11,1.50E+11,1.55E+11,1.53E+11,1.49E+11,1.51E+11,1.57E+11,1.76E+11,1.97E+11,1.90E+11,2.00E+11,2.33E+11,2.52E+11,2.14E+11,2.20E+11,2.19E+11,2.49E+11,2.84E+11,3.00E+11,3.12E+11,3.19E+11,3.47E+11,3.50E+11,3.70E+11,4.09E+11,4.69E+11,5.40E+11,6.21E+11,7.33E+11,8.82E+11,9.09E+11,1.04E+12,9.58E+11,9.66E+11,1.05E+12,1.12E+12,1.13E+12,1.21E+12,1.33E+12,1.32E+12,1.39E+12,1.41E+12,1.53E+12,1.64E+12
