Country Name,Country Code,Indicator Name,Indicator Code,year_1960,year_1961,year_1962,year_1963,year_1964,year_1965,year_1966,year_1967,year_1968,year_1969,year_1970,year_1971,year_1972,year_1973,year_1974,year_1975,year_1976,year_1977,year_1978,year_1979,year_1980,year_1981,year_1982,year_1983,year_1984,year_1985,year_1986,year_1987,year_1988,year_1989,year_1990,year_1991,year_1992,year_1993,year_1994,year_1995,year_1996,year_1997,year_1998,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,311804643.3,402178605,435911268.6,495097667.9,552883707.1,670362452.1,1012280615,1114204743,1163923830,1236016507,1346890071,1409536121,1547755183,1704370308,1812757918,2006165167,2012131457,2020583702,1957000000,2063342117,2151344901,2216974096,2363645403,2498384130,2817083478,2951822205,3059500000,3054500000,3106500000,3209500000,3444500000,3819500000,4217450800,4674007450,4784925100,4465657300,4529928300,4657699450,4610096000,4677248300,4696344350,4724691200,4832811750,4981588900,5097283200,5324250000,4671800000,4843800000,5637914515
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,114039500.5,132757528,139029537.1,160818235.8,161210236.3,179078929.2,197525740,270822794.7,433095587.5,1073591771,1168304306,1423037359,1732721161,1941579359,2803833730,4928805777,4366231073,4264202523,3844632169,3782552643,3523532487,2358574764,2754485237,2690684125,2985531763,3520486980,3701774189,4183633796,4105729444,4087219773,4734103536,5115454694,5197312555,4051143193,4600117604,6001280944,5601020247,5843367180,6557395816,7872201251,9531417164,11470462365,12247680703,14393437610,10732592999,13707275498,18525128230,19048443089,18094326393,17097801092,12930292949,11400467372,12128182464,13567164445,13469240163,12005795915,14006497000,16681531646
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,128669205.8,139174181,141439318.4,156704286.1,160423489.3,163288815.3,191218110.4,242742766.4,272298060,264798626.2,287765007.1,240294282.5,240233528.1,225973695.3,258954703.9,290490986.8,303408342.8,352229078.3,363458380.9,399311196.4,424448931,461479580.2,520846131.7,603999372.4,682577073.5,796938572,874989734.7,1168307575,1227809261,1234015142,1547990907,1777102586,1781280170,1756214304,1907090362,2003596824,2158971718,2450366108,2446867582,2535655609,2325185521,2539551327,
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,30411418.68,32902592.84,35644931.94,38091832.99,41616368.32,45788670.69,51465624.41,58642385.24,66248426.99,77361532.99,96243298.14,127448656.1,164460827.5,244124115.7,306044205.9,355168715.4,372025093.4,451624959.6,590407375.2,819870595.1,1060889705,1073812404,1014945861,1172230576,1240821849,1114783538,1392602040,1965227085,2644554882,3083822367,3790636664,3942877354,4146464587,4160129175,4259258811,4730599691,4847757704,5020265168,4790481509,5484263050,5788329609,5489608300,5438864269,7511582173,8957467707,9918907108,9919158482,10567270656,10730828592,10118459714,12637273429,15110642876,13907464500,14271738367,15470087926,13530749290,15082636723,16105156376,17031943186,16725908662,14960291541,18737066307,20352322157
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,112155598.3,123134583.7,124482774,129379123.9,142025078.7,150574795.3,157930018.4,163820513.7,191767441.8,188039209.9,189106529.2,201450800.1,230317882.9,271183082,281398706,378660015.7,451152460.8,507298148.4,610578631.4,700764746.9,797048197,694803624,748312391.4,658679332.6,637820670.6,864849836.8,1122265015,1200991976,1264899288,1233930279,1440711459,1377374988,1411917554,1278781259,851174357.3,1115389674,1007791127,937741512.4,967338390.4,999477510.7,916777282.7,932648604.4,996068145.6,1142315522,1272360517,1337894380,1461859763,1699811293,1993407887,2067381664,2142591539,2437982707,2510126510,1691544111,1894813390,1695825714,1825018144,2072349974,2220979145,2221301351,2326720902,2516498412,2382618615
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,40462398502,40935133543,42227357845,45029724490,49377963149,54515115736,61086991002,65668511127,71830047239,79148003145,88192257632,99605414680,1.13E+11,1.32E+11,1.61E+11,1.74E+11,2.07E+11,2.12E+11,2.19E+11,2.44E+11,2.75E+11,3.07E+11,3.15E+11,3.42E+11,3.57E+11,3.66E+11,3.79E+11,4.33E+11,5.09E+11,5.67E+11,5.96E+11,6.13E+11,5.94E+11,5.79E+11,5.80E+11,6.06E+11,6.31E+11,6.55E+11,6.34E+11,6.78E+11,7.45E+11,7.39E+11,7.61E+11,8.96E+11,1.03E+12,1.17E+12,1.32E+12,1.47E+12,1.55E+12,1.37E+12,1.62E+12,1.79E+12,1.83E+12,1.85E+12,1.81E+12,1.56E+12,1.53E+12,1.65E+12,1.73E+12,1.74E+12,1.65E+12,2.00E+12,2.14E+12
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55E+11,2.43E+11,2.60E+11,2.74E+11,3.11E+11,3.93E+11,4.16E+11,4.10E+11,4.49E+11,4.35E+11,4.29E+11,4.69E+11,5.28E+11,6.34E+11,7.63E+11,8.86E+11,1.00E+12,1.27E+12,1.53E+12,1.29E+12,1.32E+12,1.45E+12,1.36E+12,1.42E+12,1.46E+12,1.29E+12,1.32E+12,1.46E+12,1.65E+12,1.67E+12,1.67E+12,1.91E+12,1.95E+12
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,9522746880,10712712646,11879982959,13063644016,14480556816,15346741929,16480058983,17740013478,18942730098,20524886963,,,,,,,,,,,1.23E+11,1.12E+11,1.15E+11,1.15E+11,1.09E+11,1.11E+11,1.59E+11,1.99E+11,2.16E+11,2.08E+11,2.66E+11,2.69E+11,2.80E+11,2.72E+11,3.01E+11,3.53E+11,3.40E+11,2.95E+11,3.03E+11,2.98E+11,2.79E+11,2.87E+11,3.09E+11,3.62E+11,4.04E+11,4.18E+11,4.42E+11,4.91E+11,5.67E+11,5.54E+11,5.99E+11,7.16E+11,6.86E+11,7.06E+11,7.27E+11,6.94E+11,6.88E+11,6.95E+11,7.26E+11,7.21E+11,7.40E+11,8.01E+11,8.08E+11
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945677377,6262740657,6439703435,6232906290,6663669065,7332244898,8553643354,8827272727,9676172953,11514605842,,,,,,,,,9511207129,9530244530,10422948632,10381669645,9811538462,11735662220,
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,4110000000,4828612639,5633224653,5592044871,5963077662,6109341260,7162377225,7057104134,7191615670,8360001926,9144514527,10876408930,11833776659,16826412445,16209686088,7621570580,10338624283,13965594906,15992038367,21806136150,29036709872,34509878044,25326722339,20356389842,19623025627,17702885394,18891048819,22255745800,26040052657,29885218682,33113525804,37835245156,45964855774,49298281356,57008877553,73446446283,78575020639,85728899954,81995749804,75596598517,78249883996,71517267768,70295232513,76507853876,99079365628,1.22E+11,1.54E+11,1.73E+11,1.80E+11,1.71E+11,2.17E+11,2.51E+11,2.67E+11,2.77E+11,2.59E+11,2.42E+11,2.49E+11,2.76E+11,2.95E+11,2.78E+11,2.54E+11,3.17E+11,3.01E+11
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,59716251765,50056688015,47209188356,50706616610,59708127658,70436011537,76720008645,72881367878,70846278963,79705618130,92602638697,99800597893,1.14E+11,1.39E+11,1.44E+11,1.63E+11,1.54E+11,1.75E+11,1.50E+11,1.78E+11,1.91E+11,1.96E+11,2.05E+11,2.31E+11,2.60E+11,3.09E+11,3.01E+11,2.73E+11,3.12E+11,3.48E+11,3.61E+11,3.83E+11,4.27E+11,4.45E+11,5.64E+11,7.34E+11,8.64E+11,9.62E+11,1.03E+12,1.09E+12,1.21E+12,1.34E+12,1.47E+12,1.66E+12,1.96E+12,2.29E+12,2.75E+12,3.55E+12,4.59E+12,5.10E+12,6.09E+12,7.55E+12,8.53E+12,9.57E+12,1.05E+13,1.11E+13,1.12E+13,1.23E+13,1.39E+13,1.43E+13,1.47E+13,1.78E+13,1.80E+13
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,546203558.5,618245635.1,645284474.6,761047199,921063326.3,919771228,1024102882,1082922726,1281281278,1361360292,1455482795,1584128511,1849400398,2508421426,3070152314,3893839184,4662053820,6265068200,7900526290,9142933956,10175617589,8432589956,7567110856,6838184772,6841639250,6977650648,9158302111,10087654451,10255169812,9757410630,10795850585,10492628588,11152971284,11045760269,8313557515,11000146269,18071152821,18047558027,19619654770,18870992456,16577533892,16810537038,18054383334,21251754335,23510575669,24036918719,25281413268,28760090924,34078240260,33886813225,34936307964,36693710822,36302302844,42760235496,48843005625,45815005171,48407761032,52512344034,58522477745,59898479821,62982768372,71811075955,70018715017
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,614206067.5,652777609.3,694247865.3,718320845.9,776650176.7,814083264.8,851112536.1,936175260.8,1046191219,1100551487,1151216993,1236941396,1498251887,1901393361,2157415536,2857037367,2898089999,3394664030,4662852578,5919002975,6674569034,6610938628,6611255970,6870200009,7311938030,8544810503,11857056214,13049659964,12236057370,11012566178,12314482630,11840192304,12071775346,16181814684,8902446258,10864772473,11093538841,10789458426,11298144999,11565826459,10566579295,10953485345,12417251342,15970315030,18826214125,19509852219,20910512978,23928250410,27715142006,27932970297,27507501809,30630910513,30155062303,33728621190,36386544716,32210233022,33814337041,36098547059,39973842059,39670976440,40773241212,45338285386,44341646509
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3359404118,3086746857,3779841429,6213185743,2881545273,4043901818,4532660182,3384063372,3909780539,5032434970,4877684910,5594770359,6173712814,7870239461,9596960180,10237343174,9648583225,12344424764,15372608002,15068422236,14394927495,12537821038,13651667371,11006712650,7857729193,7195042616,8095367168,7661625473,8861299977,9021862775,9349764580,9625436873,8227343907,10706259937,5820382248,5643439376,5771454940,6090840548,6217806273,4711259427,19088046306,7438189100,8728038525,8937567060,10297483481,11964484458,14451901696,16737071816,19788515579,18648372545,21565721036,25839749199,29306235295,32679745036,35909040944,37917706486,37134801549,38019264805,47568210021,51775829869,48716961865,55350968593,58065953573
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,131731862.6,151675739.2,166521239.9,172233430.9,185693724.8,198318063.9,220613582.4,237397428.3,251247458,265040036.1,274960699.9,322128019.3,410669262.9,541973362.5,585364635.4,767102679,754549600.5,765224030.6,878771771.3,1198749666,1705796850,1993512326,2160640567,2097274290,2193581366,2160872541,1849268215,2297753649,2212536313,2389593022,2798746051,2724853508,2933222706,2684323618,1769365439,2116003868,2540697538,2322719101,1949481381,2354772959,3227927697,2796704603,3034250926,3503723087,4656974938,6650001685,8072305031,8782703428,11649857662,9723299908,13148396206,15655383586,17692911281,17958720704,17912907682,11890259177,10219341017,11094823677,13670038020,12750338736,10483151094,13366230821,14615532210
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4031152977,4540447762,4955537980,4836166667,5973366667,5760761905,5428518519,5825170438,5960212869,6450175214,7198360460,7820380971,8671358733,10315760000,12370029584,13098633902,15341403660,19470960619,23263511958,27940411250,33400735644,36388366869,38968039722,38729822782,38253120738,34894419525,34942489684,36373307085,39212550050,39540080200,47844090710,49637993949,58394443349,66474101329,81705497617,92495970511,97153389011,1.07E+11,98486358604,86278947621,99875074935,98200641189,97945812790,94644969146,1.17E+11,1.46E+11,1.62E+11,2.06E+11,2.43E+11,2.32E+11,2.86E+11,3.35E+11,3.71E+11,3.82E+11,3.81E+11,2.93E+11,2.83E+11,3.12E+11,3.34E+11,3.23E+11,2.70E+11,3.19E+11,3.44E+11
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,212218261.5,196349931.6,184009013.5,191621954.9,184697225.6,196726096.5,279197721.8,337525853,356500032.8,341476768.1,429622178,424108769.1,457388651.9,452881475.1,319189184.3,398461796.7,396053806.4,364445600.1,370106746,382454989.9,351136579.8,378512024.1,425964681.1,546885223.2,633706110.4,653845169.2,698431794.5,795673153.2,915659107.8,905341174,907978731.7,1023086273,1015843491,1116224107,1149587660,966029599.8,1012835493,1077439756,1188797450,1195019531,1225039196,1296089479,1242519407
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,142246816.5,139468210.1,140630678.2,138476175,132019039.1,137728205.3,190651168.4,235253063.6,264308140.3,267448570.3,306890961.2,319827058.6,357160985.3,490417389.7,406580652.3,487148993.5,501979271.9,490608657.9,521910560.5,592416703.1,539227277.6,563090488.9,620507385.7,813260468.9,924940012.9,972241682.1,1107571459,1649621735,1959620653,1852334581,1824751460,2046817975,1913081206,2028910915,2041930125,1749857628,1849789993,1996741545,2205099509,2266752197,1878277311,2091741774,2314816792
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,507513830,490325181.6,479180824.3,511902136.8,542578367.2,592981161.8,647305629.6,699456618.3,773841493.7,853630203,984830157.7,1077147483,1238251696,1528925770,1666544754,1960863466,2412555426,3072427013,3523208810,4035519324,4831447002,2623803056,2606623578,3146772656,3660477829,3919203960,4418983871,4532952047,4614629898,5251025767,5711687787,7196276092,8564041895,9582868510,10486787030,11578594260,11678424507,12614602382,13684255947,14254866281,15013629659,15976174337,16578820687,17271760507,18610594846,20040642477,22715540324,26884700345,30801744881,30745714327,37658614803,42762613706,47231655433,50949668886,52016408924,56441920824,58847019585,60516044623,62420164965,64417670556,62395610764,64616482168,68380838316
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1880325752,2038322827,2153917655,2290336891,2470289709,2661014416,2888723567,3102559322,3083639279,3359755874,3695311705,4017469943,4639346340,5076128907,6595536764,7706927758,7932366003,9210519153,9433730362,10835454135,13495237652,14890283926,16517790346,16735543670,15982824810,15814763266,14441261966,15521767449,16459954912,16872865241,18149076126,18032792662,17750354024,19224165269,20205168290,22270861760,24291634283,28416253263,30354024138,32186912969,34533836400,35575792426,37324429142,39887632895,43625669538,49307227387,56074290119,62328938789,70781391356,59840574174,64939019150,70074558334,73844945661,75227025826,76921753856,75480329447,70977854237,73482494257,76247249561,77282796216,65994922945,75672802627,92935645973
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,5693005200,6914658400,8135150892,9987709650,11405957317,13027415244,13789579903,14206158675,17844705325,19584443288,19912889861,20150254096,20953510235,22204940512,24039383608,22920490774,24226574634,25213935012,27458999472,27023468666,28645436569,24316556026,22085858243,22367254865,28448326757,30429803651,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,48835925926,54262870370,56302129630,57481481481,59562962963,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000,1.00E+11,1.03E+11,1.07E+11,5.45E+11,
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2933128492,3024525140,3039944134,3048435754,3042737430,3014748603,3009497207,3020388827,2995185475,2496174749,2699612458,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200288282,4466278031,4585948969,4281714618,4156841164,4186073160,4291004486,4405796081,4562853582,4708167255,4909322200,5166281293,5530178499,5941896600,5647224973,6028373541,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,489914760.7,576090073.7,734887974,964026512.2,1288715210,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9933133247,10011918444,9547818700,10248617647,10497908306,9985844486,10397897086,11420227885,14547325028,17320552500,18433411267,20072786351,23968764030,27844698989,25945391775,25799940416,27641551809,25047433100,23959708956,23225912183,19909269065,21046452117,22946583376,25597301191,25945194240,25008266159,28408064462,28439052741
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40728950705,29859921159,34805013230,40866982340,47850065329,60145663259,67388492014,62180519006,66807498696,65173036731,61823494487,67808695574,82196206090,1.00E+11,1.20E+11,1.37E+11,1.56E+11,1.90E+11,2.37E+11,2.07E+11,2.09E+11,2.30E+11,2.09E+11,2.12E+11,2.09E+11,1.88E+11,1.96E+11,2.19E+11,2.49E+11,2.53E+11,2.46E+11,2.82E+11,2.91E+11
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,2.16E+11,2.50E+11,3.00E+11,3.98E+11,4.45E+11,4.91E+11,5.20E+11,6.00E+11,7.40E+11,8.81E+11,9.50E+11,8.00E+11,7.77E+11,7.71E+11,7.25E+11,7.33E+11,1.05E+12,1.30E+12,1.40E+12,1.40E+12,1.77E+12,1.87E+12,2.13E+12,2.07E+12,2.21E+12,2.59E+12,2.50E+12,2.21E+12,2.24E+12,2.19E+12,1.95E+12,1.95E+12,2.08E+12,2.50E+12,2.81E+12,2.85E+12,2.99E+12,3.43E+12,3.75E+12,3.41E+12,3.40E+12,3.75E+12,3.53E+12,3.73E+12,3.89E+12,3.36E+12,3.47E+12,3.69E+12,3.97E+12,3.89E+12,3.89E+12,4.26E+12,4.07E+12
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,340989528,,373371738.3,395794538.6,409220087.1,452328087.3,462421998.5,478058304.9,466048469.2,491689220.7,497723960.6,494004647.7,502675542,514267869.3,536080148.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942,2042817163,2214679081,2424391785,2604955229,2762581334,2913466732,3088853639,3181071154,3372287462,3515109075
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,45872947.41,57130215.56,55017758.89,72804653.33,82107391.11,89527576.67,98665191.48,109157070.7,119491933,135161958.5,151868754.4,171106184.1,185137243,201429629.6,219762963,234059259.3,245525925.9,264374074.1,274522222.2,292285185.2,302988888.9,322411111.1,331759259.3,333470370.4,340203703.7,333196296.3,343311111.1,367200000,364255555.6,390251851.9,421374074.1,458188888.9,489074074.1,493825925.9,501025925.9,485996296.3,498296296.3,520207407.4,540737037,576229629.6,521551851.9,554770370.4,611537037,504214814.8,555266666.7,612048148.1
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,11931739465,13059065019,13505573855,15414902253,17075457585,19085633673,23232407815,30730626668,34160444804,40474406216,44575708131,49784407636,60362658215,70366799282,71127002865,61878103527,60412542586,60644837444,59105284415,62658617565,88078850822,1.09E+11,1.16E+11,1.12E+11,1.38E+11,1.39E+11,1.53E+11,1.43E+11,1.56E+11,1.85E+11,1.88E+11,1.74E+11,1.77E+11,1.78E+11,1.64E+11,1.65E+11,1.79E+11,2.18E+11,2.51E+11,2.64E+11,2.83E+11,3.19E+11,3.53E+11,3.21E+11,3.22E+11,3.44E+11,3.27E+11,3.44E+11,3.53E+11,3.03E+11,3.13E+11,3.32E+11,3.57E+11,3.46E+11,3.55E+11,3.98E+11,3.95E+11
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485500000,1666500000,1987400000,2344800000,2925700001,3599200004,3951500004,4587100005,4734400005,5498800005,6761300007,7561300008,8267400008,9220600009,11594000005,5044579439,6122127855,5827050248,5374300275,6686593060,7073675545,9824483368,11605382504,13081042400,14644734248,16637370839,18241622256,20017449966,21672215776,22136579527,24305781112,25601824419,27137441266,21403168128,22322387610,35777560475,37879829855,43965459071,48122601590,48261079524,53860187452,58029773802,60681535894,62682158700,67179956265,71164826720,75704647977,79998045976,85555390386,88941371980,78844655833,94243426487,1.14E+11
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723615449,2434747054,2001444542,2702982015,2909316433,3136284304,3039859185,3370870374,3852147024,4257253261,4863526893,5077182746,6766744028,8707858006,13209871629,15557901445,17728240937,20972112004,26364491320,33243709744,42345829090,44348587046,45207170762,48801369811,53698548298,57937868670,63692012412,66745822963,59089400190,55634719135,62048505222,45715676428,48003133347,49945585166,42543177031,41764291964,46941553940,48177612042,48187781711,48640671735,54790398813,54744698044,56760355865,67863850334,85332581189,1.03E+11,1.17E+11,1.35E+11,1.71E+11,1.37E+11,1.61E+11,2.00E+11,2.09E+11,2.10E+11,2.14E+11,1.66E+11,1.60E+11,1.70E+11,1.75E+11,1.72E+11,1.46E+11,1.63E+11,1.92E+11
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,81326348986,71596255522,65380076110,70825945773,81742063327,95156520863,1.04E+11,1.01E+11,1.02E+11,1.15E+11,1.27E+11,1.37E+11,1.55E+11,1.96E+11,2.21E+11,2.49E+11,2.53E+11,2.92E+11,2.83E+11,3.28E+11,3.78E+11,4.04E+11,4.24E+11,4.44E+11,4.81E+11,5.26E+11,5.25E+11,5.19E+11,5.75E+11,6.22E+11,6.67E+11,7.24E+11,8.11E+11,8.90E+11,1.07E+12,1.32E+12,1.52E+12,1.57E+12,1.43E+12,1.58E+12,1.73E+12,1.85E+12,2.04E+12,2.31E+12,2.68E+12,3.11E+12,3.74E+12,4.73E+12,5.98E+12,6.48E+12,7.89E+12,9.65E+12,1.08E+13,1.19E+13,1.28E+13,1.33E+13,1.36E+13,1.49E+13,1.66E+13,1.72E+13,1.75E+13,2.08E+13,2.12E+13
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1.50E+11,1.60E+11,1.64E+11,1.74E+11,2.00E+11,2.16E+11,2.14E+11,2.24E+11,2.43E+11,2.71E+11,2.87E+11,3.10E+11,3.39E+11,4.34E+11,6.06E+11,6.51E+11,7.12E+11,7.95E+11,9.15E+11,1.07E+12,1.33E+12,1.49E+12,1.42E+12,1.43E+12,1.46E+12,1.46E+12,1.47E+12,1.50E+12,1.56E+12,1.58E+12,1.86E+12,1.97E+12,2.16E+12,2.38E+12,2.50E+12,2.56E+12,2.79E+12,2.98E+12,2.94E+12,3.11E+12,3.39E+12,3.36E+12,3.26E+12,3.63E+12,4.23E+12,4.93E+12,5.64E+12,6.67E+12,7.52E+12,7.26E+12,8.80E+12,9.72E+12,1.02E+13,1.03E+13,1.07E+13,1.01E+13,1.05E+13,1.13E+13,1.15E+13,1.17E+13,1.09E+13,1.27E+13,1.40E+13
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1.55E+11,1.55E+11,1.58E+11,1.77E+11,2.03E+11,2.26E+11,2.52E+11,2.73E+11,3.01E+11,3.47E+11,4.09E+11,4.54E+11,5.63E+11,7.42E+11,8.55E+11,9.36E+11,1.03E+12,1.23E+12,1.55E+12,1.68E+12,1.82E+12,2.00E+12,1.96E+12,2.09E+12,2.24E+12,2.36E+12,3.08E+12,3.62E+12,4.35E+12,4.54E+12,4.74E+12,5.35E+12,5.84E+12,6.54E+12,7.40E+12,8.41E+12,8.10E+12,7.74E+12,6.93E+12,7.74E+12,8.37E+12,7.79E+12,7.91E+12,8.70E+12,9.76E+12,1.04E+13,1.10E+13,1.23E+13,1.42E+13,1.46E+13,1.71E+13,1.98E+13,2.12E+13,2.14E+13,2.21E+13,2.20E+13,2.28E+13,2.43E+13,2.65E+13,2.70E+13,2.71E+13,3.11E+13,3.07E+13
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62E+11,8.34E+11,8.93E+11,8.69E+11,7.99E+11,7.85E+11,6.74E+11,7.22E+11,7.29E+11,7.61E+11,7.05E+11,5.92E+11,6.63E+11,6.55E+11,7.51E+11,9.47E+11,1.26E+12,1.59E+12,1.95E+12,2.51E+12,3.11E+12,2.44E+12,2.95E+12,3.67E+12,3.91E+12,4.15E+12,3.85E+12,2.92E+12,2.78E+12,3.12E+12,3.18E+12,3.25E+12,2.99E+12,3.58E+12,4.12E+12
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,7.39E+11,7.96E+11,8.33E+11,9.21E+11,1.02E+12,1.15E+12,1.38E+12,1.75E+12,1.98E+12,2.31E+12,2.40E+12,2.72E+12,3.32E+12,4.06E+12,4.60E+12,4.09E+12,3.95E+12,3.83E+12,3.68E+12,3.81E+12,5.20E+12,6.42E+12,7.15E+12,7.24E+12,8.86E+12,9.14E+12,9.80E+12,9.00E+12,9.41E+12,1.09E+13,1.11E+13,1.05E+13,1.08E+13,1.07E+13,1.01E+13,1.02E+13,1.11E+13,1.35E+13,1.58E+13,1.68E+13,1.82E+13,2.12E+13,2.34E+13,2.05E+13,2.10E+13,2.33E+13,2.25E+13,2.35E+13,2.38E+13,2.05E+13,2.04E+13,2.17E+13,2.32E+13,2.29E+13,2.22E+13,2.52E+13,2.52E+13
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2069465326,1753850417,1518208221,1824344492,2244146868,2387048255,2429309514,2553596092,2582180794,3112166848,2862504170,2754220263,3185987235,3891755552,6599259421,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,18327764882,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02E+11,99290381000,99937696000,1.04E+11,1.08E+11,1.08E+11,99291124000,1.06E+11,1.15E+11
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,4948667540,5278005612,5605484299,5932242991,6524455206,8042200452,8609283346,9299638056,10098534613,9228963225,11632178869,13315988083,14400806876,14811704063,18020571429,21669908176,22136081081,27655172414,30966239814,33971188992,39053502251,41253507951,40455616654,34980124929,39756299050,42978914311,37387836491,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,96684636119,85146067416,80288461538,78782467532,89600665557,1.07E+11,1.30E+11,1.63E+11,1.89E+11,2.19E+11,2.36E+11,2.79E+11,2.88E+11,3.06E+11,3.29E+11,3.32E+11,2.48E+11,2.63E+11,3.19E+11,3.84E+11,4.25E+11,4.77E+11
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,2.45E+11,2.69E+11,2.99E+11,3.35E+11,3.73E+11,4.08E+11,4.45E+11,4.83E+11,5.19E+11,5.79E+11,6.43E+11,7.28E+11,8.80E+11,1.14E+12,1.30E+12,1.50E+12,1.57E+12,1.78E+12,2.18E+12,2.64E+12,2.96E+12,2.57E+12,2.49E+12,2.43E+12,2.33E+12,2.40E+12,3.36E+12,4.16E+12,4.57E+12,4.67E+12,5.88E+12,6.11E+12,6.75E+12,6.17E+12,6.52E+12,7.52E+12,7.60E+12,6.95E+12,7.15E+12,7.12E+12,6.50E+12,6.60E+12,7.20E+12,8.86E+12,1.02E+13,1.05E+13,1.12E+13,1.29E+13,1.42E+13,1.29E+13,1.26E+13,1.36E+13,1.26E+13,1.32E+13,1.35E+13,1.17E+13,1.20E+13,1.27E+13,1.37E+13,1.34E+13,1.31E+13,1.46E+13,1.40E+13
